37|23|40|15|30|7|9
41|29|11|24|31|3|1
29|35|40|41|9|6|1
43|3|4|50|14|3|6
31|12|50|19|8|7|6
19|38|12|13|21|3|9
1|31|34|26|47|4|9
11|50|48|6|47|1|6
26|44|21|13|2|3|9
10|19|11|23|20|6|1
19|14|33|1|29|1|8
14|50|47|44|36|3|5
38|42|36|37|26|2|6
41|16|36|42|15|5|3
34|17|18|48|25|3|2
27|39|47|6|1|6|1
1|30|20|9|23|4|7
11|42|38|35|18|1|5
2|18|3|15|32|7|6
31|42|37|36|15|1|7
19|45|43|8|16|1|4
6|26|14|9|2|4|5
12|19|33|34|8|1|6
15|12|50|33|44|6|2
9|21|15|40|49|4|1
30|39|9|21|50|3|1
5|38|6|48|50|6|7
4|23|38|24|26|4|2
18|19|1|47|11|7|3
5|44|10|8|3|3|5
1|33|21|45|49|4|8
50|44|5|45|32|7|1
17|47|28|33|35|4|9
50|3|45|20|31|7|6
13|12|29|50|44|4|5
34|35|26|16|49|6|2
46|1|22|20|37|1|9
17|5|33|22|10|7|5
8|50|16|4|14|9|3
23|5|20|34|50|1|5
49|34|25|3|5|8|5
21|41|12|2|49|3|7
41|7|48|27|8|6|1
3|34|39|15|12|4|6
26|36|1|16|30|9|3
44|30|9|21|43|9|1
16|6|15|40|43|1|2
35|9|7|43|18|7|5
1|31|7|17|36|8|2
50|4|38|2|9|8|6
3|43|29|8|12|6|7
26|15|32|14|1|7|3
47|31|46|28|27|5|2
37|40|50|12|39|1|2
47|10|28|48|40|8|6
25|50|7|45|3|9|6
12|10|32|33|1|8|1
10|49|26|6|16|7|9
30|45|49|29|10|8|3
1|3|24|6|18|5|8
5|35|11|22|38|7|8
2|32|38|41|25|5|3
10|34|47|19|45|6|3
3|50|44|4|8|8|7
13|11|44|24|49|9|3
36|30|14|27|21|2|3
36|12|33|22|32|2|6
8|5|40|25|17|5|1
16|37|8|41|4|2|5
47|36|17|16|18|1|2
35|37|9|42|23|3|7
20|11|43|9|38|2|3
14|9|6|13|35|3|4
17|45|36|29|19|6|5
14|8|25|19|11|3|5
27|5|13|33|42|4|2
38|11|23|15|30|4|9
36|14|27|23|30|1|6
36|16|46|30|14|8|2
19|39|20|50|8|6|9
20|2|22|18|15|5|2
3|16|48|34|38|8|5
43|25|3|2|48|9|6
45|4|31|49|14|9|4
43|17|5|40|13|3|1
19|9|46|17|41|1|8
41|48|29|23|15|6|3
20|41|38|7|25|3|7
41|26|32|45|23|3|7
44|18|7|36|27|1|2
17|41|35|6|45|1|5
12|26|49|7|29|6|2
49|37|34|26|39|2|6
49|26|50|29|25|8|7
22|41|42|37|6|6|9
15|17|25|45|1|8|2
5|14|40|7|21|3|8
22|17|16|11|34|5|6
28|8|33|45|12|1|3
39|41|4|19|5|9|8
13|9|31|15|48|6|3
50|26|10|21|25|9|4
4|29|21|1|41|8|7
41|33|37|30|10|1|8
40|43|49|42|23|6|2
2|13|42|3|38|7|8
16|3|42|1|48|2|3
22|37|23|18|6|6|5
42|3|34|2|33|5|3
33|29|5|9|11|7|9
35|37|17|1|32|8|1
22|34|44|30|35|4|5
20|27|35|44|11|5|2
36|47|21|32|46|3|4
7|18|34|35|40|7|8
20|7|38|40|43|8|1
40|16|3|19|18|2|1
14|25|36|5|22|6|5
23|18|33|37|9|1|8
22|2|48|29|10|9|3
38|20|12|19|30|9|7
48|43|4|2|32|1|7
8|30|36|25|44|4|3
37|7|44|28|9|7|6
45|31|20|22|21|9|7
41|24|10|12|25|3|5
24|36|50|8|49|4|8
46|40|16|14|23|8|4
2|19|9|45|6|7|8
30|49|45|47|22|4|9
17|38|28|44|30|1|4
27|45|12|29|46|7|4
46|50|4|27|32|8|9
37|47|49|40|12|9|2
14|17|7|35|2|6|1
13|48|35|21|25|4|8
10|2|22|18|36|6|4
39|9|29|5|17|3|6
18|37|47|13|11|6|1
50|30|25|45|6|5|7
27|6|7|50|3|5|9
4|30|26|19|27|8|3
26|48|45|37|2|8|4
8|9|42|40|45|7|6
6|38|9|25|15|4|9
5|38|9|19|21|1|7
14|20|49|7|5|8|2
21|40|19|50|7|2|9
16|37|44|50|13|9|1
11|8|36|37|45|3|5
20|44|5|50|26|5|7
19|22|48|7|27|7|5
37|19|11|13|9|3|4
16|14|44|10|29|6|5
29|7|15|24|11|7|2
25|40|22|50|1|1|8
15|5|16|45|4|7|4
18|11|17|26|31|6|5
50|27|29|39|7|7|5
2|20|37|25|39|8|5
17|12|39|16|7|3|8
23|33|37|19|50|7|3
14|16|19|31|20|9|6
31|29|33|14|37|2|1
4|38|13|19|23|2|3
15|31|22|4|41|6|1
50|12|10|3|42|1|5
45|7|15|16|17|6|9
34|25|3|41|18|5|2
9|1|17|12|18|3|4
14|26|10|8|21|4|3
50|49|21|9|14|8|3
8|25|11|41|16|4|2
35|8|21|45|4|5|8
2|19|42|28|49|7|2
29|50|46|28|40|5|7
44|26|2|1|50|1|7
48|30|29|37|36|1|6
22|7|15|28|48|4|1
50|22|17|3|49|3|6
36|49|33|40|32|2|8
4|34|35|46|29|5|8
36|30|20|40|10|3|5
33|36|40|22|42|1|2
13|48|9|12|14|1|2
9|44|5|37|45|9|6
13|35|25|17|19|5|6
36|42|26|12|24|1|4
31|12|35|23|16|4|6
25|42|36|33|38|6|7
46|24|32|20|2|1|9
37|14|9|46|16|2|4
7|4|21|44|47|1|5
21|4|24|14|41|5|8
38|47|31|19|5|3|5
4|29|23|31|24|9|8
19|8|42|18|20|5|9
43|4|14|33|13|6|1
30|47|2|37|5|6|3
35|19|40|26|11|2|5
50|14|6|16|34|6|4
20|17|16|4|29|7|5
21|6|11|39|30|8|2
29|47|46|34|21|6|8
42|20|6|16|46|1|6
17|50|8|2|32|3|7
15|47|35|25|14|9|5
26|9|20|21|5|6|3
22|10|31|24|20|7|2
30|5|8|49|24|9|3
16|42|31|7|4|5|3
37|41|49|36|8|7|5
20|39|6|9|38|9|3
42|15|12|35|43|6|4
30|16|41|38|6|2|4
6|21|18|17|34|9|3
44|29|24|23|22|5|1
29|11|46|7|50|4|7
23|30|31|47|12|3|4
20|6|18|29|31|8|2
35|9|33|38|40|2|6
19|43|45|34|11|5|9
15|25|32|26|13|4|3
47|9|28|5|43|2|9
33|15|13|5|8|8|9
25|30|19|18|44|3|1
41|43|44|46|20|2|9
49|30|35|32|14|8|3
4|17|5|34|14|5|3
22|24|27|36|9|7|5
44|5|14|4|46|9|8
49|50|26|29|11|4|7
4|44|27|22|36|9|7
39|43|30|17|9|7|5
46|38|34|35|39|3|4
5|45|1|38|18|6|4
37|12|38|31|43|3|2
42|11|29|7|18|7|6
19|18|49|12|43|9|3
46|1|26|36|33|7|6
38|28|30|39|10|7|2
18|37|8|16|43|2|6
26|18|12|24|45|5|4
44|23|24|21|7|3|4
17|11|26|40|9|9|3
46|3|7|8|43|6|8
6|36|22|25|24|3|8
15|21|6|3|32|7|9
17|31|43|47|1|3|2
38|19|50|7|30|4|7
9|31|32|33|4|3|7
34|42|17|40|4|9|4
44|2|36|22|24|2|1
2|29|31|38|32|4|1
18|1|8|28|31|9|8
46|41|36|13|12|8|1
37|9|49|24|39|3|9
49|46|45|39|38|7|8
4|13|37|35|46|9|3
39|11|3|4|28|8|2
42|28|13|29|25|4|5
15|9|47|21|4|7|2
27|31|5|42|40|6|1
13|6|30|1|49|1|9
24|49|47|26|13|4|8
35|41|21|45|17|5|1
50|27|38|17|29|3|1
1|16|48|4|40|1|9
4|27|6|48|1|1|6
46|35|39|30|9|6|8
38|31|2|36|43|7|3
39|5|11|9|4|3|5
32|22|16|42|20|8|9
21|23|33|50|40|5|4
23|47|7|19|29|6|1
36|12|15|45|32|9|7
9|41|36|49|28|7|5
28|32|46|8|19|4|7
46|2|10|3|33|8|7
3|35|29|42|20|3|8
46|19|42|36|38|8|2
2|24|43|38|34|1|7
32|22|1|48|50|7|6
44|2|24|14|39|7|6
21|11|13|3|18|5|4
41|24|23|42|13|5|1
47|35|11|2|24|5|9
15|14|12|19|23|7|8
45|3|49|15|2|9|5
42|45|13|48|12|3|9
28|41|25|11|27|8|5
17|24|37|19|46|2|7
50|13|26|1|20|7|6
12|21|6|33|27|7|3
17|33|22|21|4|4|8
21|47|23|38|50|6|2
4|41|6|21|39|2|6
22|45|48|11|36|1|4
38|40|25|15|41|1|2
28|16|20|22|11|4|9
28|3|45|10|15|7|5
17|47|11|36|9|2|1
37|20|21|45|46|3|2
42|25|10|20|14|8|11
16|23|24|29|26|2|9
28|9|49|25|17|9|8
22|9|10|50|1|11|5
49|40|50|39|4|2|5
25|38|40|6|36|10|4
37|20|3|48|19|8|11
41|19|48|5|12|8|10
11|22|21|16|44|8|3
49|50|20|17|35|4|3
41|20|5|30|16|11|6
16|15|44|30|50|3|2
11|23|31|8|46|9|8
28|47|29|11|49|5|1
12|13|40|49|23|7|10
19|17|42|45|38|9|10
26|6|33|39|34|3|4
16|3|25|35|26|5|9
4|50|15|49|23|2|6
5|1|25|48|22|11|3
37|38|19|27|12|5|10
8|33|14|24|5|8|3
34|32|18|14|13|1|10
36|24|34|7|23|11|8
7|20|37|10|27|7|4
45|18|1|13|17|8|3
16|6|31|28|14|11|2
42|50|6|14|4|2|4
25|45|22|33|12|5|7
46|8|2|10|19|5|9
37|12|26|38|44|4|7
42|35|50|48|47|9|8
21|5|34|31|28|2|1
28|32|49|9|30|9|10
39|2|42|17|8|3|10
25|38|19|9|36|11|7
6|33|48|14|34|6|2
28|18|40|27|35|3|5
28|15|44|31|5|1|6
14|16|23|45|38|8|11
42|34|18|38|26|8|5
12|16|4|1|48|9|10
47|23|12|29|32|3|5
46|18|37|48|23|2|10
37|19|2|33|46|5|8
39|28|22|12|27|4|10
39|16|20|17|50|4|8
20|45|23|14|46|1|11
11|14|41|43|50|2|9
40|15|4|29|1|1|5
30|18|1|4|23|3|7
47|17|22|6|45|3|11
39|44|24|4|12|2|4
16|40|38|24|18|2|4
16|40|38|24|18|2|4
25|50|11|45|41|7|2
27|40|7|43|30|9|8
34|21|20|38|19|9|3
21|12|47|44|29|2|1
12|37|18|33|7|1|11
10|2|23|31|5|5|2
14|48|1|9|12|7|1
7|21|22|24|28|1|11
26|21|25|19|44|7|3
36|44|43|16|50|8|7
42|30|45|3|49|5|10
1|6|10|31|12|7|2
9|4|30|10|40|9|2
39|13|21|14|27|8|6
12|44|22|30|31|5|6
10|28|27|2|22|8|6
1|20|6|2|36|11|8
10|19|44|13|39|6|2
43|34|38|9|45|4|2
16|20|19|25|28|1|10
15|3|17|33|28|2|4
3|14|31|41|8|7|11
36|14|42|46|27|11|8
11|4|47|28|38|11|10
11|24|14|25|29|11|7
3|7|12|26|34|8|10
10|48|1|17|33|2|3
44|5|11|6|30|6|2
23|47|27|37|24|6|2
39|36|32|47|3|6|9
47|1|25|10|43|8|9
12|4|50|3|23|4|7
28|30|15|16|46|3|4
50|15|9|23|31|8|11
29|36|27|34|24|7|8
46|17|23|4|36|10|6
1|8|18|25|30|10|9
11|35|45|20|30|2|3
37|27|22|25|36|9|5
8|39|43|13|26|3|5
10|28|49|48|33|10|1
32|41|29|3|6|11|10
8|24|48|43|9|3|5
36|43|30|27|20|1|6
4|15|41|5|19|11|9
26|41|40|39|3|1|2
3|34|48|38|21|5|8
1|17|13|44|38|2|11
13|2|50|11|26|5|2
29|50|43|47|13|9|11
31|32|41|16|37|7|1
35|12|22|49|46|2|8
28|17|25|15|8|3|11
26|2|36|14|4|9|10
13|49|37|47|34|8|9
11|22|5|34|40|9|11
30|26|48|15|8|9|10
48|38|27|22|10|3|7
17|20|50|7|35|5|11
18|14|19|43|49|7|3
11|22|35|20|1|10|8
14|17|28|39|29|11|1
22|7|2|40|27|6|3
40|42|38|31|32|3|1
37|1|24|16|3|8|1
18|46|35|25|8|9|4
24|2|43|7|46|10|8
19|23|10|45|49|9|10
18|25|4|16|44|11|1
15|48|14|23|21|2|10
35|39|4|36|29|9|8
34|35|42|24|46|5|1
20|50|34|46|27|3|2
50|21|17|48|11|9|10
45|16|42|1|38|9|10
19|25|33|44|28|8|10
17|5|38|4|48|4|3
6|5|19|37|12|7|3
1|26|25|44|18|5|4
31|28|16|48|33|11|7
18|39|17|44|11|10|5
15|35|13|30|42|4|6
15|6|37|22|44|2|4
27|10|44|23|3|9|7
38|7|39|44|6|7|9
41|4|34|43|19|7|11
48|25|27|49|7|1|4
20|23|26|30|33|6|9
16|42|21|36|4|8|7
19|16|18|21|9|3|2
23|8|10|25|2|8|9
35|7|17|43|6|2|8
41|10|40|49|32|2|8
16|40|44|37|29|8|10
1|35|38|50|28|2|10
9|5|6|38|27|5|11
23|44|25|24|31|2|3
6|10|3|44|11|3|4
35|25|20|41|7|1|9
47|28|14|21|22|5|4
29|11|21|24|16|6|2
15|19|41|23|10|2|9
42|28|45|30|49|10|5
11|20|40|9|1|5|1
49|44|6|10|23|7|1
18|23|40|24|10|3|4
29|5|28|44|10|2|4
10|18|31|42|16|2|5
50|4|9|1|43|6|8
40|29|11|43|10|11|3
35|14|44|18|20|5|2
40|5|3|42|22|3|10
14|20|32|23|18|3|10
26|49|27|24|17|3|5
36|49|2|7|8|11|1
4|10|27|22|41|10|8
22|26|47|2|20|9|5
37|22|29|4|41|7|4
47|42|22|40|38|11|1
39|26|27|30|4|10|3
45|10|48|1|44|4|1
3|10|37|18|31|2|4
9|16|36|26|39|6|2
37|5|34|38|21|1|6
25|6|45|40|31|6|7
14|44|11|34|9|11|10
28|25|5|11|16|7|9
2|4|42|28|22|4|9
28|30|44|12|15|9|8
15|37|36|16|28|2|11
12|13|17|3|30|6|2
1|11|36|29|42|4|5
33|31|19|8|39|7|2
20|42|23|28|3|8|11
50|4|10|2|22|5|8
24|14|39|4|21|10|3
44|32|19|37|35|9|1
27|32|12|34|49|9|8
44|30|26|42|4|6|11
44|30|46|43|13|9|5
17|12|41|29|25|1|4
32|1|17|39|11|7|2
15|44|48|38|35|10|5
28|45|15|5|10|3|9
33|50|22|1|11|4|6
1|46|8|42|48|4|7
50|4|1|7|10|4|11
40|38|16|24|11|2|5
13|50|40|43|36|9|5
5|49|34|3|40|2|3
43|27|13|28|42|4|6
48|35|45|1|32|4|11
24|7|8|36|27|11|5
25|24|50|6|20|9|10
29|19|8|28|7|9|5
22|17|40|7|27|2|3
34|38|13|8|26|3|11
29|43|28|34|27|10|5
34|33|40|31|37|6|1
14|26|45|50|7|2|7
7|9|25|5|41|5|1
41|25|48|10|47|6|10
24|33|17|41|44|11|1
30|11|36|45|10|1|2
4|13|35|27|5|2|1
15|1|47|28|35|7|1
14|13|11|28|30|4|5
28|4|33|12|15|1|10
18|16|38|49|31|10|4
26|42|33|18|32|3|2
50|34|47|19|23|4|6
24|35|13|26|16|5|2
19|14|44|16|15|4|5
23|38|29|12|49|4|3
3|14|4|11|43|1|6
42|36|48|37|21|7|4
17|47|16|49|31|3|11
24|4|23|7|9|9|8
5|20|47|17|50|1|4
39|20|24|37|27|5|10
42|11|50|49|5|8|11
30|37|26|6|1|8|5
7|40|38|43|30|6|2
45|25|17|36|2|5|9
5|18|16|42|9|7|9
25|11|32|23|37|7|4
7|28|30|14|11|2|10
14|27|6|4|33|10|5
44|17|21|42|13|11|9
5|11|38|35|45|2|3
43|20|10|28|26|9|11
41|15|11|38|43|6|2
19|44|48|25|23|9|8
50|35|6|24|20|5|10
23|24|33|42|26|5|3
6|17|23|12|43|5|9
39|18|27|43|47|7|4
25|36|47|46|5|2|6
39|33|29|44|41|9|11
2|31|38|3|10|6|10
32|9|10|30|37|6|2
19|33|29|30|7|3|8
35|38|12|13|6|2|3
35|20|42|43|28|8|10
29|48|40|37|14|11|2
13|42|3|15|29|4|1
45|14|19|36|15|1|10
40|26|13|25|50|8|9
44|27|23|42|19|5|3
10|23|7|2|43|4|7
32|6|29|15|13|2|9
18|31|36|2|1|7|10
49|50|24|6|35|7|1
24|22|23|1|31|6|11
41|6|8|37|27|7|10
13|22|17|43|12|10|3
5|31|43|50|19|6|2
1|22|6|13|28|10|5
11|25|8|28|1|4|6	
19|7|11|37|27|10|6
19|32|31|3|22|2|11	
19|48|31|39|1|6|1
33|22|35|25|29|3|6	
5|26|46|6|30|5|10
29|49|41|9|23|8|10	
15|16|13|6|1|6|10
39|14|24|32|26|8|3	
3|41|26|46|21|6|1
31|43|14|25|37|2|3	
46|12|13|39|11|7|10
34|36|50|41|6|1|5	
49|38|27|34|15|2|10
19|8|18|1|39|9|7	
50|33|29|3|27|7|3
29|47|15|3|35|4|3	
9|19|26|31|6|12|11
16|10|46|39|6|8|11
40|17|24|19|18|8|4
5|13|7|19|31|9|2
46|24|42|15|3|12|9
9|6|1|47|34|12|7
17|43|26|4|30|11|6
47|43|19|23|12|2|6
13|23|26|47|32|6|10
9|26|16|2|36|6|7
7|45|10|1|29|5|3
38|41|18|29|21|1|11
46|28|1|35|36|6|9
1|49|15|8|44|2|11
32|49|8|7|41|11|5
23|44|18|27|42|7|2
33|35|50|47|14|11|9
20|26|12|48|5|2|11
2|20|27|43|9|5|6
32|20|47|7|26|2|11
1|45|27|4|48|7|1
14|25|50|10|17|2|10
42|16|28|43|45|6|7
47|32|34|33|39|12|8
5|30|49|23|16|7|6
28|7|29|19|20|1|5
1|26|23|35|24|11|1
31|32|9|39|41|8|2
34|16|4|1|20|2|5
27|46|42|25|39|11|12
30|1|39|13|31|2|7
44|40|12|37|24|3|7
9|8|39|25|5|3|7
27|34|6|26|46|1|9
1|33|3|49|16|2|11
11|19|29|44|45|8|12
2|9|20|34|42|6|9
7|29|32|36|41|6|7
2|31|39|45|47|4|8
3|5|13|18|39|7|8
13|14|17|26|28|2|7
1|14|19|23|38|3|7
2|5|27|37|42|3|10
15|20|23|27|40|3|6
13|22|33|44|50|2|5
12|13|29|36|38|4|12
2|14|35|41|42|10|11
13|29|31|33|40|2|3
9|10|27|37|42|1|5
20|22|23|24|37|1|4
4|17|35|42|45|2|8
8|26|35|43|47|1|9
25|27|45|46|49|4|6
7|11|38|39|44|7|10
10|13|22|40|48|2|5
3|22|25|30|49|3|6
1|12|27|42|47|6|7
22|37|43|44|45|1|12
8|21|25|38|50|4|8
2|33|42|47|48|1|2
24|37|41|43|46|2|8
2|11|18|40|46|1|4
6|9|35|41|44|6|9
7|10|15|44|49|3|12
2|14|19|42|45|5|6
3|28|31|32|34|4|5
8|18|22|41|42|11|12
2|5|32|33|47|7|8
34|37|39|40|50|4|10
16|18|28|42|49|5|10
2|20|39|44|48|5|7
9|14|25|33|48|2|12
8|17|20|23|45|2|8
1|21|23|25|39|2|4
3|13|20|32|34|4|11
8|10|15|30|42|4|6
3|21|32|34|48|3|11
2|3|15|19|34|5|8
3|7|12|42|50|6|8
18|31|32|38|48|4|12
1|3|27|39|46|1|10
2|10|19|21|47|2|8
9|16|18|23|32|2|10
1|7|12|25|49|6|9
8|24|30|32|34|3|4
3|11|13|14|47|3|6
1|7|22|26|35|5|10
26|31|33|41|48|2|4
5|8|12|37|43|6|11
5|15|20|36|47|8|12
6|17|32|44|46|2|6
21|25|29|39|44|8|9
3|19|20|29|44|3|8
10|11|24|36|46|3|5
3|4|6|9|24|5|8
1|19|27|31|38|4|5
13|18|20|23|30|2|4
21|23|33|35|47|6|7
9|15|17|25|40|3|9
24|26|32|43|46|6|10
5|20|35|41|49|6|10
11|32|34|38|47|2|10
7|23|30|32|45|5|9
1|4|18|27|42|4|6
8|11|20|22|23|3|4
4|14|27|44|45|1|10
